name,address,city,state,phone,website,types,lead_score,priority,review_count,rating,on_ubereats,on_grubhub,contact_by_date,latitude,longitude,place_id
Silver Palace Chinese Restaurant,"15326 Whittier Blvd, Whittier, CA 90603, USA",Los Angeles,CA,(562) 947-4043,http://www.silverpalaceonline.com/,"establishment,food,point_of_interest,restaurant",80,High,1056,4.5,True,True,2026-02-04,33.9465549,-117.999997,ChIJieDXJJTUwoARTE0O0MreyZg
Golden Palace Chinese Restaurant,"9116 Telegraph Rd, Downey, CA 90240, USA",Los Angeles,CA,(562) 861-8591,https://checkle.menu/goldenpalace_downey,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,786,4.3,True,False,2026-02-04,33.959306,-118.108435,ChIJY-0gFQvSwoAR7TpVRzBCABE
Forno Rosso Pizzeria Napoletana,"3719 N Harlem Ave, Chicago, IL 60634, USA",Chicago,IL,(773) 716-3000,http://www.fornorossopizzeria.com/,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,1963,4.6,False,True,2026-02-04,41.947658,-87.806747,ChIJ4VC46K_LD4gRSBSCs-5TaU8
The Pizza Press,"1700 S Harbor Blvd, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 833-5868,https://www.thepizzapress.com/location/anaheim-ca/,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,2836,4.3,True,True,2026-02-04,33.8063907,-117.9146548,ChIJi0kgctDX3IARoHlFBtaYPT4
Little Asia Chinese Restaurant,"4624 Imperial Hwy., Inglewood, CA 90304, USA",Los Angeles,CA,(310) 679-3831,http://www.littleasiainglewood.com/,"establishment,food,point_of_interest,restaurant",80,High,970,4.4,True,False,2026-02-04,33.9307626,-118.3576279,ChIJVVVVVSi0woARgfIN5Z5Qick
7-Eleven,"1463 W 3rd St, Los Angeles, CA 90017, USA",Los Angeles,CA,(213) 482-7649,https://www.7-eleven.com/locations/ca/los-angeles/1463-w-3rd-st-39745?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,95,2.8,True,False,2026-02-04,34.0594082,-118.263603,ChIJO1Fnl6jHwoARF_j3lTKxUKA
Yang Chow Restaurant,"3777 E Colorado Blvd, Pasadena, CA 91107, USA",Los Angeles,CA,(626) 432-6868,http://www.yangchow.com/,"establishment,food,point_of_interest,restaurant",80,High,722,4.5,True,True,2026-02-04,34.1465364,-118.0706826,ChIJYd9QUnnbwoAR7lJ93W3Ccw8
Giordano's,"1340 S Michigan Ave, Chicago, IL 60605, USA",Chicago,IL,(312) 842-1100,https://giordanos.com/locations/south-loop/,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,4605,4.4,True,False,2026-02-04,41.864596,-87.6245271,ChIJZ00Yu4QsDogR4wNixDtDd_4
Di Nicos Pizza,"6627 Roosevelt Rd, Berwyn, IL 60402, USA",Chicago,IL,(708) 749-9900,https://www.dinicos.com/,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,1323,4.1,True,False,2026-02-04,41.8648612,-87.79040429999999,ChIJa82llo40DogR9s_43L-VpVc
7-Eleven,"611 W Katella Ave, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 491-8179,https://www.7-eleven.com/locations/ca/anaheim/611-w-katella-29057?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,153,3.0,False,True,2026-02-04,33.8037797,-117.9157921,ChIJX9ls9NzX3IARVHYEOpcWvqI
Sarpino's Pizzeria La Grange,"5321 LaGrange Rd, Countryside, IL 60525, USA",Chicago,IL,(708) 354-2100,https://www.gosarpinos.com/pizza-delivery/sarpinos-la-grange?utm_source=Google&utm_medium=Organic&utm_campaign=LocalSEO,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,546,4.0,False,True,2026-02-04,41.7930053,-87.8681186,ChIJdbPltcVJDogRaFGP55o8sVo
Gino’s East - South Loop,"521 S Dearborn St, Chicago, IL 60605, USA",Chicago,IL,(312) 939-1818,https://www.ginoseast.com/south-loop,"establishment,food,meal_delivery,point_of_interest,restaurant",80,High,3117,4.4,True,False,2026-02-04,41.8752335,-87.6289845,ChIJl3iX_JcsDogRIkGnC9snea4
Homeslice Pizza + Patio,"938 W Webster Ave, Chicago, IL 60614, USA",Chicago,IL,(312) 789-4600,http://getsomehomie.com/,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,3213,4.6,True,False,2026-02-04,41.9219686,-87.6524768,ChIJ7agokhvTD4gRNiFRSbmBwfQ
7-Eleven,"504 W Olympic Blvd, Los Angeles, CA 90015, USA",Los Angeles,CA,(213) 748-5687,https://www.7-eleven.com/locations/ca/los-angeles/504-west-olympic-blvd-39646?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,82,2.7,True,True,2026-02-04,34.0429018,-118.2612276,ChIJJcDF1cnHwoARfg5qHv0BTpM
Joe's Pizza,"613 S Spring St, Los Angeles, CA 90014, USA",Los Angeles,CA,(213) 988-8848,https://joespizza.it/joespizzala?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,611,4.1,False,True,2026-02-04,34.0457279,-118.2515091,ChIJa505oUrGwoARPhHA7Q6qo6Y
Sarpino's Pizzeria Evanston,"2428 Main St, Evanston, IL 60202, USA",Chicago,IL,(847) 869-5555,https://www.gosarpinos.com/pizza-delivery/sarpinos-evanston?utm_source=google&utm_medium=GBP&utm_campaign=LocalSEO,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,641,4.2,False,True,2026-02-04,42.0329903,-87.70694990000001,ChIJlc5jLd3PD4gRu0aDCxtyxME
"Ranalli's Pizza Bar - West Loop, Chicago","1326 W Madison St, Chicago, IL 60607, USA",Chicago,IL,(312) 981-7100,https://www.ranalliswestloop.com/,"bar,establishment,food,point_of_interest,restaurant",80,High,2040,4.7,False,True,2026-02-04,41.8817013,-87.6608005,ChIJg_V8MFMtDogRqh__zBqhGBs
Sarpino's Pizzeria Elmhurst,"623 W North Ave, Elmhurst, IL 60126, USA",Chicago,IL,(630) 279-2900,https://www.gosarpinos.com/pizza-delivery/sarpinos-elmhurst?utm_source=google&utm_medium=GBP&utm_campaign=LocalSEO,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,504,4.0,True,False,2026-02-04,41.90609449999999,-87.9635579,ChIJvx-w6C2zD4gRBpaKrtzZfd0
Wonderland Liquor & Market,"1178 W Katella Ave, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 535-0127,http://shopwonderlandmarket.com/,"convenience_store,establishment,food,liquor_store,point_of_interest,store",80,High,194,3.8,True,True,2026-02-04,33.802988,-117.9277593,ChIJp_kc2SYo3YARg2NB88WPGP4
Yang Chow Restaurant,"819 N Broadway, Los Angeles, CA 90012, USA",Los Angeles,CA,(213) 625-0811,http://yangchow.com/,"establishment,food,point_of_interest,restaurant",80,High,1499,4.5,True,False,2026-02-04,34.0629657,-118.2382179,ChIJj_zD29XHwoAR9I997k0v2bU
Chen's Chinese Restaurant,"2131 E Broadway, Long Beach, CA 90803, USA",Los Angeles,CA,(562) 439-0309,https://www.chenschineselongbeach.com/80ckl32e/restaurant/order-online,"establishment,food,point_of_interest,restaurant",80,High,1065,4.1,True,True,2026-02-04,33.7669723,-118.16517,ChIJp0os1AUx3YARsyD5HXksfL8
Pizza Capri Hyde Park,"1501 E 53rd St, Chicago, IL 60615, USA",Chicago,IL,(773) 324-7777,http://www.pizzacapri.com/,"establishment,food,point_of_interest,restaurant,store",80,High,2119,4.2,True,False,2026-02-04,41.7993387,-87.5889466,ChIJxz3WCHIpDogRK5qfBJyDWZM
7-Eleven,"15350 Alton Pkwy, Irvine, CA 92618, USA",Los Angeles,CA,(949) 453-0494,https://www.7-eleven.com/locations/ca/irvine/15350-alton-pwky-36080?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,70,2.7,True,True,2026-02-04,33.6543296,-117.7386771,ChIJoRkZMP7n3IARWZjihsnpo4s
Taqueria El Asadero,"2213 W Montrose Ave, Chicago, IL 60618, USA",Chicago,IL,(773) 583-5563,https://taqueriaelasadero.shop/,"establishment,food,point_of_interest,restaurant",80,High,1971,4.5,True,True,2026-02-04,41.9612716,-87.68433390000001,ChIJxx7HZRHSD4gRwP6Re4Wa9Fc
Yen Yen Restaurant,"4226 N Arlington Heights Rd, Arlington Heights, IL 60004, USA",Chicago,IL,(847) 259-3400,http://www.yenyenrestaurant.com/,"establishment,food,point_of_interest,restaurant",80,High,551,4.3,True,False,2026-02-04,42.1525024,-87.9860492,ChIJr5gdDZG8D4gRrts0WDNon-0
Fiesta Martin Mexican Grill,"1330 N La Brea Ave, Inglewood, CA 90302, USA",Los Angeles,CA,(310) 672-1330,http://fiestamartinmexicangrill.com/,"establishment,food,point_of_interest,restaurant",80,High,2408,4.4,True,False,2026-02-04,33.9801015,-118.3578606,ChIJE35UfG23woARs6SDJKmlirw
Birria Huentitan Restaurant,"4019 W North Ave, Chicago, IL 60639, USA",Chicago,IL,(773) 276-0768,https://birriahuentitanrestaurant.cfd/,"establishment,food,point_of_interest,restaurant",80,High,2042,4.3,True,True,2026-02-04,41.90972130000001,-87.7272888,ChIJXaK51STND4gRrF8eEmMnH0k
Taquería El Pastor,"4418 W 63rd St, Chicago, IL 60629, USA",Chicago,IL,(773) 284-1003,https://taqueriaelpastor.shop/,"establishment,food,point_of_interest,restaurant",80,High,2117,4.2,True,False,2026-02-04,41.7786892,-87.7333197,ChIJeaLHN6sxDogRaJWGQSoxwpM
Walgreens,"375 E Dundee Rd, Palatine, IL 60074, USA",Chicago,IL,(847) 934-5741,https://www.walgreens.com/locator/walgreens-375+e+dundee+rd-palatine-il-60074/id=3940,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,185,2.8,True,True,2026-02-04,42.1386939,-88.03456709999999,ChIJtfT5R56kD4gRQ57dRbdIxTM
Walgreens,"4101 1st Ave, Lyons, IL 60534, USA",Chicago,IL,(708) 447-6851,https://www.walgreens.com/locator/walgreens-4101+1st+ave-lyons-il-60534/id=1450,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,174,2.6,True,False,2026-02-04,41.81562419999999,-87.8332461,ChIJC-xakHQ2DogR22rtGoBAMWc
Super Albert Fresh Mexican Food,"1039 W San Bernardino Rd, Covina, CA 91722, USA",Los Angeles,CA,(626) 331-4044,,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,612,4.1,True,False,2026-02-04,34.0893914,-117.9109121,ChIJofUp1hcow4ARVknXc15fxcs
Walgreens,"6800 Ogden Ave, Berwyn, IL 60402, USA",Chicago,IL,(708) 749-9061,https://www.walgreens.com/locator/walgreens-6800+ogden+ave-berwyn-il-60402/id=5076,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,166,2.7,True,False,2026-02-04,41.8265914,-87.79335739999999,ChIJv-I5phk0DogRdPTErbyM_wg
La Barca Restaurant,"2414 S Vermont Ave, Los Angeles, CA 90007, USA",Los Angeles,CA,(323) 735-6567,,"establishment,food,point_of_interest,restaurant",80,High,2983,4.4,False,True,2026-02-04,34.0339278,-118.2913087,ChIJ96GoEPPHwoAR0GeImN10JkU
Arsenio's Mexican Food,"9142 Garfield Ave, Huntington Beach, CA 92646, USA",Los Angeles,CA,(714) 965-4107,http://website.uniquemobileapps.com/free/rios12345/arsenios_mex_food_hb,"establishment,food,point_of_interest,restaurant",80,High,668,4.1,True,False,2026-02-04,33.6864909,-117.9695671,ChIJXeNUqysn3YARYLA_rQpwMuU
SaMo Pizza,"1711 Pico Blvd, Santa Monica, CA 90405, USA",Los Angeles,CA,(310) 392-0092,https://samopizzaca.com/?utm_source=google,"establishment,food,meal_delivery,point_of_interest,restaurant",80,High,826,4.8,True,True,2026-02-04,34.0182443,-118.4725666,ChIJqZPnpyW7woARX2EWBa_kFrk
Joe's Pizza - Hollywood Blvd,"6504 Hollywood Blvd, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 467-9500,https://joespizza.it/joespizzahollywoodblvd?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,1130,4.2,True,False,2026-02-04,34.1013345,-118.3313381,ChIJnaqknju_woARTNTg6MEhTM4
800 Degrees Woodfired Kitchen,"1521 Vine St, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 329-9656,https://800degreeswfk.com/locations/hollywood/,"bar,establishment,food,meal_delivery,meal_takeaway,night_club,point_of_interest,restaurant",80,High,776,4.1,False,True,2026-02-04,34.0988267,-118.3270184,ChIJabX93Dm_woARWuvXHSQPxFE
El Huero Drive Thru,"3000 S Figueroa St, Los Angeles, CA 90007, USA",Los Angeles,CA,(213) 747-0012,http://www.elhuero.com/,"establishment,food,point_of_interest,restaurant",80,High,4335,4.3,False,True,2026-02-04,34.0248202,-118.2779228,ChIJEy05P-fHwoAR1eHcd5k0UWs
Walgreens,"1903 Calumet Ave Walgreens, Valparaiso, IN 46383, USA",Chicago,IL,(219) 462-6172,https://www.walgreens.com/locator/walgreens-1903+calumet+ave-valparaiso-in-46383/id=3680,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,113,3.3,True,False,2026-02-04,41.4860128,-87.05130299999999,ChIJD8asp_eZEYgR7o-2zDObb9M
7-Eleven,"6077 W 3rd St, Los Angeles, CA 90036, USA",Los Angeles,CA,(323) 939-1621,https://www.7-eleven.com/locations/ca/los-angeles/6077-west-third-st-17304?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,78,2.5,False,True,2026-02-04,34.0706452,-118.3529338,ChIJ4-uO7iW5woARP2PXktH2uJs
7-Eleven,"33 E Adams St, Chicago, IL 60603, USA",Chicago,IL,(312) 409-2400,https://www.7-eleven.com/locations/il/chicago/33-e-adams-street-33511?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,71,2.1,False,True,2026-02-04,41.8793661,-87.62637699999999,ChIJTWbBc6QsDogRKdSHNme6sJU
7-Eleven,"135 W Madison St, Chicago, IL 60602, USA",Chicago,IL,(312) 634-0813,https://www.7-eleven.com/locations/il/chicago/135-w-madison-st-38183?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,57,2.9,False,True,2026-02-04,41.88181910000001,-87.6320633,ChIJbwv-vrssDogRzOFEAMQ115o
7-Eleven,"48 N Wells St, Chicago, IL 60606, USA",Chicago,IL,(312) 332-9262,https://www.7-eleven.com/locations/il/chicago/48-n-wells-street-32889?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,64,2.2,True,True,2026-02-04,41.8830469,-87.6340719,ChIJbbgpnbksDogRHacQDJXel0Q
Artichoke Basille's Pizza,"2590 Durant Ave, Berkeley, CA 94704, USA",San Francisco,CA,(510) 705-1266,http://www.artichokepizza.com/,"establishment,food,point_of_interest,restaurant",80,High,1134,4.5,False,True,2026-02-04,37.8679361,-122.2568562,ChIJDbudpy98hYARBRu1gsKfwGk
La Cantina Grill,"1911 S Michigan Ave, Chicago, IL 60616, USA",Chicago,IL,(312) 842-1911,http://www.lacantinagrill.com/,"bar,establishment,food,point_of_interest,restaurant",80,High,2581,4.4,False,True,2026-02-04,41.8563107,-87.6236981,ChIJS0MMs4AsDogR0JGhIqqBxh0
El Carmen,"8138 W 3rd St, Los Angeles, CA 90048, USA",Los Angeles,CA,(323) 852-1552,https://www.elcarmenla.com/,"establishment,food,point_of_interest,restaurant",80,High,505,4.6,True,False,2026-02-04,34.0721024,-118.367271,ChIJjyPJeja5woAReAxj6slEgHk
Costera Cocina Tulum - Chicago,"850 W Fulton Market, Chicago, IL 60607, USA",Chicago,IL,(312) 300-0774,https://www.costeracocina.com/,"establishment,food,point_of_interest,restaurant",80,High,4047,4.8,True,True,2026-02-04,41.8870371,-87.6494742,ChIJc9LR9TstDogRUW04udVjEPk
L’Antica Pizzeria da Michele,"1534 N McCadden Pl, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 366-2408,https://damicheleusa.com/,"bar,establishment,food,night_club,point_of_interest,restaurant,store",80,High,2012,4.5,True,True,2026-02-04,34.0990608,-118.3373107,ChIJm_JlplW_woARfUC7uDz1_OA
Los Compadres Restaurant,"3229 E Anaheim St, Long Beach, CA 90804, USA",Los Angeles,CA,(562) 961-0061,http://www.loscompadresrestaurant.com/,"establishment,food,point_of_interest,restaurant",80,High,3124,4.5,False,True,2026-02-04,33.7828331,-118.1539001,ChIJ3YgUWp8x3YARgwLpUfLPZRc
Los Alazanes Mexican Food,"980 S Knott Ave, Anaheim, CA 92804, USA",Los Angeles,CA,(714) 821-6766,http://los-alazanes.cafes-guide.com/,"establishment,food,point_of_interest,restaurant",80,High,1056,4.1,False,True,2026-02-04,33.8174302,-118.0105119,ChIJMVz3KDYp3YAR9QISakL6LXk
Enzo's Pizzeria,"1145 Westwood Blvd, Los Angeles, CA 90024, USA",Los Angeles,CA,(310) 208-3696,https://enzospizzeria.com/?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,672,4.5,True,False,2026-02-04,34.059889,-118.445211,ChIJ3fIi7IO8woARLQmaGGZ-FSM
Taqueria el Zarape,"5203 Fountain Ave, Los Angeles, CA 90029, USA",Los Angeles,CA,(323) 741-0465,https://taqueriaelzarape.shop/,"establishment,food,point_of_interest,restaurant",80,High,837,4.5,True,True,2026-02-04,34.0952748,-118.3025486,ChIJA38x31S_woARDssUFBZoXHU
Mon Lung Restaurant,"1009 N Ashland Ave, Chicago, IL 60622, USA",Chicago,IL,(773) 227-8824,https://www.monlung.com/?utm_source=google&utm_medium=website,"establishment,food,meal_delivery,point_of_interest,restaurant",80,High,526,4.2,True,True,2026-02-04,41.9000395,-87.6671964,ChIJdZ8iEtLSD4gRnbo11-QkYXY
Joe's Pizza,"8539 Sunset Blvd, West Hollywood, CA 90069, USA",Los Angeles,CA,(310) 358-0900,https://joespizza.it/joespizzawhollywood?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,539,4.3,False,True,2026-02-04,34.0938535,-118.3778564,ChIJW4fmrr2-woARi2TFqia9p_I
